0.00	-0.108	-0.002	-3.87	0.00	-3.87	0.00	-5.72	-5.72	0	0	0	0
0.01	-0.108	-0.004	-3.75	-0.38	-3.75	-0.38	-5.28	-5.28	0	0	0	0
0.02	-0.108	-0.006	-3.66	-1.54	-3.66	-1.92	-3.72	-3.15	0	0	0	0
0.03	-0.108	-0.009	-3.57	-2.31	-3.57	-3.08	-2.61	-1.44	0	0	0	0
0.04	-0.108	-0.013	-3.43	-3.46	-3.43	-3.46	-0.80	-0.70	0	0	0	0
0.05	-0.108	-0.016	-3.31	-3.46	-3.31	-3.46	-0.63	-0.53	0	0	0	0
0.06	-0.108	-0.018	-3.23	-3.85	-3.23	-3.08	0.07	-0.97	0	0	0	0
0.07	-0.108	-0.021	-3.13	-3.08	-3.13	-3.08	-0.87	-0.83	0	0	0	0
0.08	-0.108	-0.023	-3.08	-3.46	-3.08	-3.08	-0.22	-0.76	0	0	0	0
0.09	-0.108	-0.024	-3.04	-3.08	-3.04	-2.69	-0.70	-1.27	0	0	0	0
0.10	-0.108	-0.024	-3.04	-3.08	-3.04	-3.08	-0.70	-0.73	0	0	0	0
0.11	-0.108	-0.025	-3.02	-2.69	-3.02	-2.69	-1.23	-1.26	0	0	0	0
0.12	-0.108	-0.025	-3.01	-2.69	-3.01	-2.31	-1.24	-1.84	0	0	0	0
0.13	-0.108	-0.025	-3.00	-2.69	-3.00	-3.08	-1.26	-0.75	0	0	0	0
0.14	-0.108	-0.025	-3.01	-2.31	-3.01	-2.31	-1.87	-1.90	0	0	0	0
0.15	-0.108	-0.024	-3.03	-2.31	-3.03	-2.69	-1.95	-1.41	0	0	0	0
0.16	-0.108	-0.024	-3.05	-2.31	-3.05	-2.31	-2.04	-2.04	0	0	0	0
0.17	-0.108	-0.023	-3.07	-2.69	-3.07	-2.69	-1.56	-1.56	0	0	0	0
0.18	-0.108	-0.023	-3.06	-2.31	-3.06	-2.31	-2.14	-2.14	0	0	0	0
0.19	-0.108	-0.023	-3.09	-3.08	-3.09	-2.31	-1.11	-2.25	0	0	0	0
0.20	-0.108	-0.022	-3.11	-2.31	-3.11	-1.92	-2.28	-2.92	0	0	0	0
0.21	-0.108	-0.022	-3.13	-3.08	-3.13	-2.69	-1.23	-1.89	0	0	0	0
0.22	-0.108	-0.021	-3.14	-2.31	-3.14	-3.08	-2.39	-1.37	0	0	0	0
0.23	-0.108	-0.021	-3.15	-3.08	-3.15	-3.08	-1.33	-1.39	0	0	0	0
0.24	-0.108	-0.021	-3.14	-3.08	-3.14	-2.69	-1.33	-1.96	0	0	0	0
0.25	-0.108	-0.022	-3.12	-3.08	-3.12	-2.69	-1.30	-1.96	0	0	0	0
0.26	-0.108	-0.023	-3.08	-3.08	-3.08	-3.08	-1.25	-1.37	0	0	0	0
0.27	-0.108	-0.024	-3.03	-2.69	-3.03	-3.08	-1.74	-1.29	0	0	0	0
0.28	-0.108	-0.026	-2.97	-2.69	-2.97	-3.08	-1.68	-1.20	0	0	0	0
0.29	-0.108	-0.028	-2.90	-2.69	-2.90	-3.08	-1.60	-1.09	0	1	0	0
0.30	-0.108	-0.030	-2.83	-2.69	-2.83	-2.31	-1.51	-2.11	0	1	0	0
0.31	-0.108	-0.032	-2.75	-3.08	-2.75	-3.08	-0.83	-0.89	0	1	0	0
0.32	-0.108	-0.035	-2.66	-2.31	-2.66	-2.31	-1.82	-1.88	0	1	0	0
0.33	-0.108	-0.037	-2.59	-3.08	-2.59	-3.08	-0.59	-0.65	0	1	0	0
